scale_km,buffer_km,pet_threshold,elder_threshold,grid_count,grid_share,population_exposed_share,population_dense_grid_count,population_dense_grid_share_within_flag,mean_all_age_buffer_alignment,mean_service_density_pct,mean_transit_buffer_pct,mean_population_pct,mean_housing_price_pct
0.5,2.0,0.7,0.4,636,0.021517745373346414,0.021889786860033948,282,0.44339622641509435,0.5511737724576171,0.5768725277120638,0.5531031020201438,0.6411139050824317,0.28282957286788707
0.5,2.0,0.75,0.1,345,0.011672361877051122,0.014513461465052495,187,0.5420289855072464,0.5846248867368898,0.6173347035707427,0.5952634475320954,0.68646048473936,0.2736968449931413
0.5,2.0,0.75,0.2,345,0.011672361877051122,0.014513461465052495,187,0.5420289855072464,0.5846248867368898,0.6173347035707427,0.5952634475320954,0.68646048473936,0.2736968449931413
0.5,2.0,0.75,0.25,345,0.011672361877051122,0.014513461465052495,187,0.5420289855072464,0.5846248867368898,0.6173347035707427,0.5952634475320954,0.68646048473936,0.2736968449931413
0.5,2.0,0.75,0.3,345,0.011672361877051122,0.014513461465052495,187,0.5420289855072464,0.5846248867368898,0.6173347035707427,0.5952634475320954,0.68646048473936,0.2736968449931413
0.5,2.0,0.75,0.4,345,0.011672361877051122,0.014513461465052495,187,0.5420289855072464,0.5846248867368898,0.6173347035707427,0.5952634475320954,0.68646048473936,0.2736968449931413
0.5,2.0,0.8,0.1,199,0.0067327536624149946,0.009498035251000791,120,0.6030150753768844,0.6095570604893307,0.6630695846715738,0.6411989547636244,0.7151917049042749,0.2679254417816509
0.5,2.0,0.8,0.2,199,0.0067327536624149946,0.009498035251000791,120,0.6030150753768844,0.6095570604893307,0.6630695846715738,0.6411989547636244,0.7151917049042749,0.2679254417816509
0.5,2.0,0.8,0.25,199,0.0067327536624149946,0.009498035251000791,120,0.6030150753768844,0.6095570604893307,0.6630695846715738,0.6411989547636244,0.7151917049042749,0.2679254417816509
0.5,2.0,0.8,0.3,199,0.0067327536624149946,0.009498035251000791,120,0.6030150753768844,0.6095570604893307,0.6630695846715738,0.6411989547636244,0.7151917049042749,0.2679254417816509
0.5,2.0,0.8,0.4,199,0.0067327536624149946,0.009498035251000791,120,0.6030150753768844,0.6095570604893307,0.6630695846715738,0.6411989547636244,0.7151917049042749,0.2679254417816509
0.5,2.0,0.85,0.1,44,0.00148864905098623,0.002657394111149536,31,0.7045454545454546,0.6673122181293052,0.6998721446112501,0.7574143093781855,0.7578987192263685,0.4
0.5,2.0,0.85,0.2,44,0.00148864905098623,0.002657394111149536,31,0.7045454545454546,0.6673122181293052,0.6998721446112501,0.7574143093781855,0.7578987192263685,0.4
0.5,2.0,0.85,0.25,44,0.00148864905098623,0.002657394111149536,31,0.7045454545454546,0.6673122181293052,0.6998721446112501,0.7574143093781855,0.7578987192263685,0.4
0.5,2.0,0.85,0.3,44,0.00148864905098623,0.002657394111149536,31,0.7045454545454546,0.6673122181293052,0.6998721446112501,0.7574143093781855,0.7578987192263685,0.4
0.5,2.0,0.85,0.4,44,0.00148864905098623,0.002657394111149536,31,0.7045454545454546,0.6673122181293052,0.6998721446112501,0.7574143093781855,0.7578987192263685,0.4
0.5,2.0,0.9,0.1,8,0.0002706634638156782,0.0008231306518819383,7,0.875,0.7308822045956507,0.7765832059123343,0.9040241144240571,0.8683685207741237,
0.5,2.0,0.9,0.2,8,0.0002706634638156782,0.0008231306518819383,7,0.875,0.7308822045956507,0.7765832059123343,0.9040241144240571,0.8683685207741237,
0.5,2.0,0.9,0.25,8,0.0002706634638156782,0.0008231306518819383,7,0.875,0.7308822045956507,0.7765832059123343,0.9040241144240571,0.8683685207741237,
0.5,2.0,0.9,0.3,8,0.0002706634638156782,0.0008231306518819383,7,0.875,0.7308822045956507,0.7765832059123343,0.9040241144240571,0.8683685207741237,
0.5,2.0,0.9,0.4,8,0.0002706634638156782,0.0008231306518819383,7,0.875,0.7308822045956507,0.7765832059123343,0.9040241144240571,0.8683685207741237,
1.0,0.5,0.7,0.1,636,0.06269716088328076,0.17531622516964618,479,0.7531446540880503,0.5804432236944594,0.8664954905091475,0.7846607128520623,0.7930254592038255,0.4537227333983294
1.0,0.5,0.7,0.2,636,0.06269716088328076,0.17531622516964618,479,0.7531446540880503,0.5804432236944594,0.8664954905091475,0.7846607128520623,0.7930254592038255,0.4537227333983294
